0.065728605	0.06177092	0.054316495	0.044240277	0.03274201	0.02122352	0.011144712	0.00387246	5.374627E-4	0.001913236	0.008329393	0.019627947	0.035167202	0.053873125	0.0743335	0.0949258	0.11396671	0.12986867	0.1412885	0.14725359	0.14725359	0.14128849	0.12986866	0.1139667	0.09492579	0.07433348	0.053873114	0.035167187	0.019627938	0.008329386	0.0019132313	5.374607E-4	0.0038724605	0.0111447135	0.021223525	0.032742016	0.04424028	0.0543165	0.06177092	0.065728605
0.06668168	0.06279611	0.05548412	0.045617163	0.034389824	0.023197263	0.013491356	0.0066297986	0.003733174	0.005564205	0.012441294	0.024195107	0.040172733	0.05928935	0.08012262	0.101040855	0.12035269	0.13646391	0.14802618	0.15406337	0.15406337	0.14802617	0.13646391	0.120352685	0.10104084	0.08012261	0.05928934	0.040172722	0.024195096	0.012441287	0.0055641998	0.0037331714	0.006629798	0.013491358	0.023197265	0.034389827	0.045617167	0.05548412	0.06279611	0.06668168
0.06844795	0.06470481	0.057674184	0.048220593	0.037528444	0.026979715	0.01801043	0.011960149	0.009929475	0.012659811	0.020447416	0.033100534	0.04994411	0.06987201	0.0914419	0.11300396	0.13285099	0.14937557	0.1612192	0.16739884	0.16739884	0.1612192	0.14937557	0.13285097	0.113003954	0.091441885	0.06987199	0.0499441	0.033100523	0.020447409	0.012659806	0.009929473	0.011960147	0.018010432	0.026979718	0.037528448	0.048220597	0.05767419	0.06470481	0.068447955
0.07076245	0.06722856	0.060611308	0.05176501	0.041859128	0.03225628	0.024369197	0.019510796	0.01875233	0.022803875	0.031929158	0.045903485	0.06401927	0.08513904	0.10779114	0.13029909	0.15093239	0.16806427	0.18032125	0.18671015	0.18671015	0.18032125	0.16806425	0.15093237	0.13029908	0.10779113	0.085139036	0.064019255	0.045903474	0.03192915	0.02280387	0.018752327	0.019510794	0.024369197	0.03225628	0.041859128	0.05176501	0.060611308	0.06722856	0.07076245
0.07326336	0.07000041	0.06391834	0.05585831	0.046970412	0.03859221	0.032106265	0.028791	0.029679673	0.035441797	0.046298984	0.06198389	0.08174681	0.104409724	0.12846296	0.15219554	0.17384683	0.19176498	0.20455715	0.21121699	0.21121699	0.20455715	0.19176497	0.17384683	0.15219554	0.12846296	0.10440971	0.0817468	0.06198388	0.046298977	0.03544179	0.029679667	0.028790997	0.03210626	0.038592204	0.046970412	0.05585831	0.06391834	0.07000041	0.07326336
0.07553078	0.072593756	0.06715552	0.06004137	0.052378114	0.045473155	0.040672783	0.039213914	0.042084098	0.049904056	0.06284472	0.08058746	0.10233189	0.1268512	0.15259	0.17779584	0.20067176	0.2195358	0.2329718	0.23995756	0.23995756	0.2329718	0.21953578	0.20067176	0.17779583	0.15259	0.12685119	0.102331884	0.080587454	0.062844716	0.04990405	0.04208409	0.03921391	0.040672783	0.04547315	0.052378114	0.06004137	0.06715552	0.072593756	0.07553078
0.0771321	0.07456797	0.06986636	0.063834414	0.0575723	0.05235291	0.049481045	0.05014612	0.055283394	0.06545776	0.08078219	0.10087934	0.124890864	0.15153411	0.17920142	0.20609283	0.2303699	0.2503161	0.26448876	0.27184743	0.27184743	0.26448876	0.2503161	0.23036988	0.20609282	0.17920142	0.15153411	0.12489086	0.100879334	0.08078218	0.065457754	0.055283386	0.050146114	0.049481038	0.052352905	0.057572298	0.063834414	0.06986636	0.07456797	0.0771321
0.077669546	0.07551612	0.07162578	0.066785716	0.062066734	0.05870374	0.05795582	0.06096009	0.06859421	0.0813616	0.09931137	0.122001536	0.1485099	0.17749237	0.20728362	0.23603141	0.2618516	0.28298974	0.29797363	0.30574298	0.30574298	0.29797363	0.2829897	0.2618516	0.23603141	0.20728362	0.17749235	0.1485099	0.12200153	0.09931136	0.08136159	0.0685942	0.060960084	0.057955813	0.058703735	0.06206673	0.06678571	0.07162578	0.07551612	0.077669546
0.076825075	0.07511002	0.07208563	0.068517774	0.06544593	0.06406444	0.06558362	0.07108474	0.08138398	0.09691914	0.11767119	0.14312914	0.17230263	0.20378193	0.23584028	0.26656958	0.29403692	0.31644726	0.33229712	0.34050483	0.34050483	0.33229712	0.31644726	0.29403692	0.26656958	0.23584028	0.20378192	0.17230262	0.14312913	0.117671184	0.096919134	0.081383966	0.07108472	0.06558361	0.064064436	0.06544592	0.06851777	0.07208563	0.07511002	0.07682507
0.074398	0.07313821	0.07101312	0.068766475	0.06740522	0.068081565	0.071955144	0.080049284	0.093116306	0.111525856	0.13518812	0.16352044	0.19546172	0.22953403	0.2639468	0.29673395	0.32591185	0.34964338	0.36639255	0.37505552	0.37505552	0.36639255	0.34964338	0.32591185	0.29673392	0.2639468	0.22953403	0.1954617	0.16352043	0.1351881	0.11152584	0.09311629	0.08004928	0.07195514	0.06808156	0.06740521	0.068766475	0.07101312	0.07313821	0.074398
0.070331685	0.06953282	0.06831825	0.06740928	0.06777992	0.07053975	0.07679709	0.087516576	0.10338587	0.124705635	0.15131438	0.18255693	0.21730047	0.25399813	0.29079467	0.3256653	0.3565751	0.3816443	0.399304	0.4084279	0.4084279	0.399304	0.3816443	0.3565751	0.32566527	0.29079464	0.25399813	0.21730046	0.18255691	0.15131436	0.12470562	0.10338586	0.08751656	0.07679708	0.07053974	0.06777991	0.06740927	0.06831824	0.06953281	0.07033168
