0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.86065	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968	0.0968
