-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675	-2.675
